time,D,S1,S2,Z,C,pH
53.5,0.0332013763415507,34.767905033886294,0.0,1.0000000000000018e-05,0.0,7.4
53.75,0.0332128057024411,34.80605486834847,0.0,1.0000000000000018e-05,0.0,7.4
54.0,0.0332236974929241,34.84410358329341,0.0,1.0000000000000018e-05,0.0,7.4
54.25,0.0332340541375831,34.882042733194574,0.0,1.0000000000000018e-05,0.0,7.4
54.5,0.0332438781539595,34.91986387455301,0.0,1.0000000000000018e-05,0.0,7.4
54.75,0.0332531721517036,34.95755856776218,0.0,1.0000000000000018e-05,0.0,7.4
55.0,0.0332619388317098,34.9951183789724,0.0,1.0000000000000018e-05,0.0,7.4
55.25,0.0332701809852371,35.03253488195453,0.0,1.0000000000000018e-05,0.0,7.4
55.5,0.0332779014930141,35.0697996599624,0.0,1.0000000000000018e-05,0.0,7.4
55.75,0.0332851033243296,35.10690430759369,0.0,1.0000000000000018e-05,0.0,7.4
56.0,0.033291789536109,35.14384043264877,0.0,1.0000000000000018e-05,0.0,7.4
56.25,0.0332979632719752,35.18059965798713,0.0,1.0000000000000018e-05,0.0,7.4
56.5,0.0333036277612969,35.21717362338096,0.0,1.0000000000000018e-05,0.0,7.4
56.75,0.0333087863182216,35.25355398736544,0.0,1.0000000000000018e-05,0.0,7.4
57.0,0.0333134423406957,35.28973242908552,0.0,1.0000000000000018e-05,0.0,7.4
57.25,0.0333175993094713,35.325700650138494,0.0,1.0000000000000018e-05,0.0,7.4
57.5,0.0333212607870989,35.36145037641223,0.0,1.0000000000000018e-05,0.0,7.4
57.75,0.033324430416908,35.396973359918434,0.0,1.0000000000000018e-05,0.0,7.4
58.0,0.0333271119219742,35.432261380620744,0.0,1.0000000000000018e-05,0.0,7.4
58.25,0.0333293091040744,35.467306248257096,0.0,1.0000000000000018e-05,0.0,7.4
58.5,0.033331025842629,35.50209980415603,0.0,1.0000000000000018e-05,0.0,7.4
58.75,0.0333322660936324,35.536633923046615,0.0,1.0000000000000018e-05,0.0,7.4
59.0,0.0333330338885716,35.57090051486137,0.0,1.0000000000000018e-05,0.0,7.4
59.25,0.0333333333333333,35.60489152653203,0.0,1.0000000000000018e-05,0.0,7.4
59.5,0.033333168607099,35.63859894377768,0.0,1.0000000000000018e-05,0.0,7.4
59.75,0.0333325439612297,35.67201479288476,0.0,1.0000000000000018e-05,0.0,7.4
60.0,0.0333314637181393,35.705131142478706,0.0,1.0000000000000018e-05,0.0,7.4
60.25,0.0333299322701574,35.73794010528679,0.0,1.0000000000000018e-05,0.0,7.4
60.5,0.0333279540783817,35.77043383989172,0.0,1.0000000000000018e-05,0.0,7.4
60.75,0.03332553367152,35.80260455247566,0.0,1.0000000000000018e-05,0.0,7.4
61.0,0.0333226756447228,35.834444498554305,0.0,1.0000000000000018e-05,0.0,7.4
61.25,0.0333193846584053,35.865945984700616,0.0,1.0000000000000018e-05,0.0,7.4
61.5,0.0333156654370614,35.89710137025783,0.0,1.0000000000000018e-05,0.0,7.4
61.75,0.0333115227680668,35.92790306904136,0.0,1.0000000000000018e-05,0.0,7.4
62.0,0.0333069615004743,35.958343551029294,0.0,1.0000000000000018e-05,0.0,7.4
62.25,0.0333019865438005,35.988415344040995,0.0,1.0000000000000018e-05,0.0,7.4
62.5,0.0332966028668029,36.018111035403535,0.0,1.0000000000000018e-05,0.0,7.4
62.75,0.0332908154962505,36.04742327360562,0.0,1.0000000000000018e-05,0.0,7.4
63.0,0.0332846295156848,36.07634476993852,0.0,1.0000000000000018e-05,0.0,7.4
63.25,0.0332780500641747,36.10486830012379,0.0,1.0000000000000018e-05,0.0,7.4
63.5,0.0332710823350625,36.13298670592733,0.0,1.0000000000000018e-05,0.0,7.4
63.75,0.0332637315747038,36.1606928967595,0.0,1.0000000000000018e-05,0.0,7.4
64.0,0.0332560030812005,36.18797985126091,0.0,1.0000000000000018e-05,0.0,7.4
64.25,0.0332479022031263,36.21484061887351,0.0,1.0000000000000018e-05,0.0,7.4
64.5,0.0332394343382466,36.241268321396745,0.0,1.0000000000000018e-05,0.0,7.4
64.75,0.0332306049322323,36.26725615452831,0.0,1.0000000000000018e-05,0.0,7.4
65.0,0.0332214194773673,36.29279738938926,0.0,1.0000000000000018e-05,0.0,7.4
65.25,0.0332118835112507,36.31788537403309,0.0,1.0000000000000018e-05,0.0,7.4
65.5,0.0332020026154936,36.342513534938576,0.0,1.0000000000000018e-05,0.0,7.4
65.75,0.0331917824144112,36.36667537848582,0.0,1.0000000000000018e-05,0.0,7.4
66.0,0.0331812285737091,36.3903644924155,0.0,1.0000000000000018e-05,0.0,7.4
66.25,0.0331703467991664,36.41357454727067,0.0,1.0000000000000018e-05,0.0,7.4
66.5,0.0331591428353136,36.4362992978211,0.0,1.0000000000000018e-05,0.0,7.4
66.75,0.0331476224641069,36.45853258446967,0.0,1.0000000000000018e-05,0.0,7.4
67.0,0.0331357915035983,36.480268334640506,0.0,1.0000000000000018e-05,0.0,7.4
67.25,0.033123655806603,36.50150056414879,0.0,1.0000000000000018e-05,0.0,7.4
67.5,0.0331112212593632,36.52222337855157,0.0,1.0000000000000018e-05,0.0,7.4
67.75,0.0330984937802082,36.54243097447963,0.0,1.0000000000000018e-05,0.0,7.4
68.0,0.0330854793182133,36.56211764094996,0.0,1.0000000000000018e-05,0.0,7.4
68.25,0.0330721838518555,36.58127776065856,0.0,1.0000000000000018e-05,0.0,7.4
68.5,0.0330586133876664,36.59990581125338,0.0,1.0000000000000018e-05,0.0,7.4
68.75,0.0330447739588845,36.61799636658701,0.0,1.0000000000000018e-05,0.0,7.4
69.0,0.0330306716241052,36.63554409794888,0.0,1.0000000000000018e-05,0.0,7.4
69.25,0.0330163124659293,36.652543775276925,0.0,1.0000000000000018e-05,0.0,7.4
69.5,0.0330017025896105,36.66899026834798,0.0,1.0000000000000018e-05,0.0,7.4
